playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl,season_year,season_code
75,34.0,16.0,16.46078431372549,4.8,1.0,1.7,55.9%,0.6,1.4,44.9%,0.9,1.3,69.8%,0.9,2.2,3.1,0.9,0.5,0.4,0.1,0.1,1.4,1.1,6.6,005938,"ANDERSON, JAMES",31,https://media-cdn.incrowdsports.com/30d59b37-be28-4696-9dbe-6f5fa7273fc1.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2020,E2020
76,32.0,28.0,20.220833333333335,9.6,1.9,4.3,43.8%,1.5,4.3,34.8%,1.3,1.6,86%,0.4,1.8,2.1,1.1,0.7,1.1,0.2,0.4,1.8,1.7,6.6,008989,"HILLIARD, DARRUN",27,https://media-cdn.incrowdsports.com/093f8c89-2e15-43c1-9bbf-2f48e5e23468.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2020,E2020
77,34.0,16.0,19.123039215686273,6.6,1.5,2.5,60.5%,0.9,2.5,34.5%,1.0,1.3,75.6%,0.8,3.0,3.8,0.7,0.4,1.1,0.5,0.3,2.4,1.2,6.7,004549,"BENDER, DRAGAN",23,https://media-cdn.cortextech.io/50b35455-9892-44e4-90b0-0af70117facd.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2020,E2020
78,27.0,13.0,13.546296296296296,7.4,2.4,3.6,68.8%,0.4,1.1,36.7%,1.3,1.7,76.6%,0.7,1.1,1.8,0.7,0.4,0.6,0.4,0.3,2.1,1.1,6.7,002968,"SANLI, SERTAC",29,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqck7/60394ce8-610a-4994-81ab-382db3c34f54.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2020,E2020
79,34.0,8.0,16.45392156862745,6.1,1.9,2.8,66.7%,0.5,1.2,41.5%,0.9,1.1,76.9%,1.1,2.2,3.4,0.6,0.4,1.1,0.2,0.2,2.2,1.4,6.8,007109,"SMITS, ROLANDS",25,https://media-cdn.cortextech.io/d4e2115d-e8a8-497e-9522-f11f7d7d0336.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2020,E2020
80,32.0,19.0,16.696354166666666,6.2,2.4,4.2,57.5%,0.2,0.3,50%,0.9,1.4,63.6%,1.6,2.5,4.1,0.9,0.2,1.3,0.3,0.3,2.2,1.3,6.8,005917,"ORIOLA, PIERRE",28,https://media-cdn.cortextech.io/af45e89a-1a40-4b01-87bf-ff15bd0c14dc.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2020,E2020
81,31.0,5.0,20.92096774193548,7.0,2.1,4.3,47.8%,0.6,1.6,38.8%,1.0,1.3,75.6%,0.4,1.3,1.7,2.5,0.5,1.5,0.0,0.2,1.6,2.0,6.8,007519,"JOKUBAITIS, ROKAS",20,https://media-cdn.incrowdsports.com/14dcf6c1-2b5d-40fe-98d5-d6a38a8b9ba2.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2020,E2020
82,33.0,3.0,17.97020202020202,8.5,2.1,4.0,51.1%,0.8,2.7,28.4%,2.1,2.7,78.7%,0.6,0.9,1.6,0.9,0.6,1.2,0.0,0.6,1.3,2.8,6.8,003514,"DRAGIC, ZORAN",31,https://media-cdn.incrowdsports.com/8aead82c-d9c3-4e12-b834-bfee6ed97988.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2020,E2020
83,22.0,9.0,20.82348484848485,7.8,1.3,3.0,44.6%,1.2,2.5,46.4%,1.6,1.8,87.5%,0.3,0.6,0.9,2.4,0.7,1.7,0.0,0.2,2.1,2.5,7.0,004862,"SEELEY, DENNIS",31,https://media-cdn.incrowdsports.com/a4943465-7938-45eb-b555-48c67d662df0.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2020,E2020
84,32.0,7.0,18.619791666666668,8.2,1.0,2.6,39.8%,1.6,3.6,45.6%,1.3,1.5,85.7%,0.5,1.5,2.0,0.8,0.9,1.1,0.0,0.2,1.4,1.5,7.0,004007,"DOBRIC, OGNJEN",26,https://media-cdn.cortextech.io/80c68581-78c5-44b8-b3ea-21555bfaff4f.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2020,E2020
85,29.0,11.0,17.529885057471265,6.3,2.3,3.5,66.7%,0.3,1.1,27.3%,0.7,0.8,87.5%,1.4,1.8,3.2,0.5,0.6,1.2,0.7,0.2,2.1,1.3,7.1,002536,"JEAN-CHARLES, LIVIO",27,https://media-cdn.incrowdsports.com/3f6a90e7-adaf-478e-982f-dcbf6ba11768.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2020,E2020
86,31.0,7.0,17.294086021505375,7.6,1.2,2.7,45.2%,1.4,2.6,53.1%,1.0,1.0,93.8%,0.5,2.4,2.9,0.9,0.2,0.5,0.1,0.1,1.9,0.8,7.1,CCD,"DATOME, LUIGI",33,https://media-cdn.incrowdsports.com/f8f16c97-c272-49fb-9c73-5688cd7bb6f3.png,MIL,AXM,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2020,E2020
87,34.0,8.0,15.883333333333333,3.9,1.0,1.9,50.8%,0.2,0.9,27.6%,1.2,1.3,91.1%,1.0,3.4,4.4,1.0,0.5,0.8,0.1,0.1,1.6,1.5,7.1,BWI,"JANKUNAS, PAULIUS",36,https://media-cdn.incrowdsports.com/77ba65dc-10e2-4a22-be86-6bb4bd407d08.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2020,E2020
88,24.0,8.0,16.933333333333334,5.3,1.8,3.0,60.3%,0.2,0.7,25%,1.1,1.5,77.1%,1.8,2.1,3.9,0.3,0.6,0.7,0.5,0.3,1.6,1.3,7.2,009035,"BOLOMBOY, JOEL",26,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqcoI/bb62f12b-8d35-4487-a402-e86621caa387.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2020,E2020
89,32.0,12.0,24.069791666666667,6.4,1.0,2.9,35.9%,1.0,2.8,34.1%,1.4,1.8,80.7%,0.9,2.4,3.3,2.3,1.3,1.2,0.2,0.3,2.5,1.9,7.3,010391,"WEILER-BABB, NICK",25,https://media-cdn.cortextech.io/e23682a9-5374-4706-b343-36f49f61236d.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2020,E2020
90,27.0,3.0,14.375308641975309,5.6,2.0,3.3,60%,0.0,0.0,0%,1.6,1.8,87.8%,1.3,2.2,3.6,0.4,0.5,0.8,0.8,0.3,2.1,1.3,7.4,004655,"BAKO, ISMAEL",25,https://media-cdn.cortextech.io/dda3acbe-edea-49ad-b244-5629d32faec4.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2020,E2020
91,34.0,7.0,17.49313725490196,7.0,2.1,3.9,53.8%,0.7,2.0,36.2%,0.6,0.8,75%,0.3,1.5,1.8,2.8,0.9,1.4,0.1,0.2,1.6,1.4,7.5,010568,"JONES, CHRIS",27,https://media-cdn.cortextech.io/62f1e81b-7c88-4cb1-9eb8-9054a68c2625.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2020,E2020
92,32.0,1.0,17.877604166666668,8.1,0.9,1.7,52.7%,1.8,3.1,58.6%,0.9,0.9,93.3%,0.3,1.2,1.6,0.4,0.3,0.6,0.0,0.0,1.4,1.2,7.5,005789,"KURIC, KYLE",31,https://media-cdn.incrowdsports.com/4cc9aa79-3820-497d-9595-c13f47f2bc55.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2020,E2020
93,30.0,23.0,18.737777777777776,5.9,0.7,1.2,55.6%,1.4,2.7,52.5%,0.4,0.6,70.6%,0.3,1.7,2.0,3.0,0.7,1.5,0.0,0.1,2.0,1.4,7.6,TFK,"DIOT, ANTOINE",31,https://media-cdn.incrowdsports.com/ace3da8c-eebb-4a9b-9747-e6523d1b581e.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2020,E2020
94,29.0,11.0,18.01264367816092,6.9,0.9,2.0,44.8%,1.2,3.6,35%,1.3,1.5,88.6%,0.3,1.3,1.6,3.7,0.7,1.7,0.0,0.1,2.2,2.5,7.6,006435,"LAPROVITTOLA, NICOLAS",30,https://media-cdn.cortextech.io/d7e43b16-3a21-4087-b04f-89cdaedb7158.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2020,E2020
95,27.0,8.0,21.56851851851852,9.5,2.0,3.9,51.9%,1.3,3.9,34.6%,1.4,1.6,88.6%,0.3,1.0,1.3,3.1,0.6,2.1,0.0,0.6,1.5,2.0,7.6,007032,"LO, MAODO",28,https://media-cdn.cortextech.io/4f56a0f9-4aaa-4477-aebc-68205cdbb245.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2020,E2020
96,26.0,5.0,14.692307692307692,9.7,1.9,2.8,69.4%,1.6,3.9,41.2%,1.0,1.0,92.6%,0.2,0.9,1.2,0.6,0.2,0.8,0.0,0.2,1.2,1.5,7.7,001960,"CARROLL, JAYCEE",37,https://media-cdn.incrowdsports.com/4a5fe03a-15f0-460a-b65f-ffeebb39e5a1.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2020,E2020
97,29.0,0.0,17.71206896551724,6.9,1.7,3.7,45.8%,0.6,1.6,38.3%,1.6,1.9,87%,0.4,1.1,1.5,3.4,0.5,1.3,0.0,0.3,1.9,2.2,7.8,008780,"HERMANNSSON, MARTIN",26,https://media-cdn.incrowdsports.com/4032c082-43d3-42a6-aaad-00ff98c2a756.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2020,E2020
98,33.0,27.0,25.583333333333332,5.9,1.4,2.4,57.5%,0.6,1.8,31.7%,1.4,1.7,81.8%,0.9,2.5,3.4,1.7,0.8,0.8,0.1,0.2,2.2,1.8,7.8,005771,"CALOIARO, ANGELO",31,https://media-cdn.incrowdsports.com/9504e39f-d973-4d5f-ae76-0a6605cffc8e.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2020,E2020
99,21.0,3.0,17.594444444444445,8.6,1.2,2.8,44.1%,1.5,4.2,35.2%,1.7,2.0,83.7%,0.3,1.1,1.5,2.7,0.4,0.8,0.0,0.0,1.7,1.9,8.0,TGB,"LLULL, SERGIO",33,https://media-cdn.cortextech.io/38500d8f-02b6-40a7-a6b7-c9fb901a0f6e.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2020,E2020
100,34.0,16.0,21.742156862745098,6.0,0.9,1.9,46%,1.0,2.5,38.8%,1.4,1.7,81.4%,1.0,2.8,3.7,0.7,0.8,0.6,0.5,0.1,2.3,2.2,8.0,006614,"SINGLETON, CHRIS",31,https://media-cdn.incrowdsports.com/02dfdeac-8cf8-4698-b707-419a7a4c66b4.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2020,E2020
101,33.0,23.0,14.293434343434344,5.9,2.3,3.2,72.6%,0.0,0.0,0%,1.3,1.6,79.2%,1.9,2.2,4.1,0.4,0.4,1.2,0.7,0.2,2.7,1.8,8.1,009580,"ELLIS, OCTAVIUS",27,https://media-cdn.incrowdsports.com/5ca1246a-ae1d-4c8b-bcd6-eb010f981d32.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2020,E2020
102,34.0,1.0,18.353431372549018,9.6,1.0,2.1,46.6%,2.1,4.5,47.1%,1.2,1.4,87.5%,0.1,1.2,1.4,1.8,0.3,0.9,0.0,0.2,1.8,1.8,8.1,005775,"BARON, BILLY",30,https://media-cdn.incrowdsports.com/b6674418-5b26-4ea1-a7ad-42f83457ad3b.png,DYR,ZEN,Zenit St Petersburg,https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png,2020,E2020
103,32.0,16.0,11.724479166666667,7.0,2.7,4.3,62.8%,0.0,0.0,0%,1.7,2.2,75.7%,1.3,1.9,3.2,0.5,0.5,1.8,0.7,0.1,2.0,2.3,8.1,006568,"FALL, YOUSSOUPHA",25,https://media-cdn.cortextech.io/d1ddd241-43e3-4ae0-bfd7-e382bbeb97a6.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2020,E2020
104,34.0,19.0,19.250980392156862,7.4,1.3,2.7,48.4%,1.3,2.9,44.4%,0.9,1.1,83.3%,0.3,2.1,2.4,2.3,0.5,0.9,0.0,0.2,1.5,1.4,8.2,003733,"ABALDE, ALBERTO",25,https://media-cdn.cortextech.io/72807eac-571d-4e7b-ac26-93986d5d0e80.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2020,E2020
105,33.0,8.0,22.6510101010101,7.2,1.8,3.2,56.6%,0.8,2.2,37.8%,1.0,1.2,78%,0.8,2.0,2.8,1.6,1.0,1.1,0.2,0.2,2.1,1.9,8.3,007960,"DAVIDOVAC, DEJAN",25,https://media-cdn.cortextech.io/1f3790c6-a754-4e43-b322-9c50695d71d5.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2020,E2020
106,24.0,5.0,20.033333333333335,8.1,2.2,4.2,52.5%,1.0,2.3,41.8%,0.8,1.0,79.2%,1.2,1.7,2.9,1.4,0.8,1.3,0.4,0.3,1.9,1.8,8.3,001557,"GIFFEY, NIELS",29,https://media-cdn.cortextech.io/4238ce12-6d72-4f5a-83dd-fc4a970e13b9.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2020,E2020
107,33.0,0.0,18.342929292929295,8.2,2.4,4.2,56.8%,0.8,1.5,50%,1.2,1.3,86.4%,0.3,0.8,1.2,2.4,0.5,1.6,0.0,0.2,1.8,2.5,8.3,003210,"LEKAVICIUS, LUKAS",26,https://media-cdn.incrowdsports.com/e03b2138-ce9d-477b-9745-555d0ff9adb0.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2020,E2020
108,26.0,16.0,21.347435897435897,6.5,1.9,3.2,58.3%,0.5,1.2,40.6%,1.2,1.4,86.5%,0.8,2.4,3.2,1.2,0.5,1.2,0.2,0.3,1.8,2.3,8.3,003490,"BARTHEL, DANILO",29,https://media-cdn.incrowdsports.com/8f84324a-e478-49c9-b298-d00031eef694.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2020,E2020
109,30.0,14.0,18.845555555555556,6.0,2.5,5.0,51%,0.0,0.0,0%,0.9,1.4,64.3%,1.4,3.5,4.9,1.9,0.7,1.5,0.4,0.3,2.2,1.5,8.4,009733,"JEKIRI, TONYE",26,https://media-cdn.cortextech.io/995f6e1a-5ce1-46cf-a462-48e2ab5234e5.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2020,E2020
110,27.0,7.0,18.667901234567903,8.6,3.7,6.0,62.3%,0.0,0.3,0%,1.1,1.4,76.3%,1.6,2.6,4.2,0.6,0.5,1.3,0.6,0.4,2.9,1.6,8.7,009960,"POYTHRESS, ALEX",27,https://media-cdn.incrowdsports.com/569f97d4-5c6f-4b4b-90ae-d0f73d1b7b07.png,DYR,ZEN,Zenit St Petersburg,https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png,2020,E2020
111,34.0,26.0,23.325490196078434,9.8,2.5,5.1,48.3%,1.1,3.0,36.9%,1.5,1.7,84.7%,0.4,2.6,3.0,2.0,0.9,1.6,0.1,0.4,2.3,2.2,8.8,009846,"BRYANT, ELIJAH",25,https://media-cdn.cortextech.io/c344f0a6-f545-4bfe-b59b-61f8ccce3c0e.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2020,E2020
